transaction_id,user_id,merchant_id,merchant_category,timestamp,amount,transaction_type,device_type,is_online,card_present,is_international,merchant_lat,merchant_lon,distance_from_home_km,failed_attempts_before,is_fraud,fraud_type,account_age_days
TXN_00031588,USR_007817,MRC_03300,insurance,2026-04-19 07:31:07.184044,202.02,purchase,pos_terminal,1,0,0,44.06583098195385,-98.06011016456593,735.5,0,0,none,1461
TXN_00043813,USR_002949,MRC_03365,crypto_exchange,2026-05-04 16:37:52.290978,976.09,purchase,mobile_app,0,1,0,29.04637043812501,-119.24484849864858,1941.53,0,0,none,1112
TXN_00024803,USR_001107,MRC_03250,atm_withdrawal,2026-05-12 10:04:44.366424,132.09,online_purchase,phone_order,0,1,0,32.10722672217532,-76.4652868420501,1946.68,0,0,none,2597
TXN_00028452,USR_003860,MRC_02156,utility,2026-04-25 11:46:28.507840,120.95,contactless,pos_terminal,0,1,0,31.080429956459895,-79.29254617024685,2720.87,0,0,none,1745
TXN_00035351,USR_002343,MRC_00984,gas_station,2026-04-19 17:41:15.401900,135.19,purchase,mobile_app,0,1,0,39.52548573317929,-95.47752068082562,999.86,0,0,none,3367
TXN_00032605,USR_001019,MRC_00218,healthcare,2026-05-08 22:59:28.902429,135.81,refund,web_browser,1,0,0,44.262858634230184,-93.1779718019339,2774.64,0,0,none,1067
TXN_00031577,USR_002262,MRC_01659,crypto_exchange,2026-05-07 23:12:13.724925,489.1,purchase,pos_terminal,0,1,0,25.794820379512508,-89.75182810026489,2292.54,0,0,none,523
TXN_00032897,USR_001786,MRC_02714,insurance,2026-04-11 11:07:41.141995,214.52,atm_withdrawal,web_browser,0,1,0,32.96127683190368,-121.11024691515539,4002.32,0,0,none,1741
TXN_00021748,USR_003938,MRC_03445,gambling,2026-03-19 15:37:33.823729,206.3,contactless,mobile_app,0,1,0,36.583342850243156,-70.8151756412359,2817.17,0,0,none,1149
TXN_00010210,USR_005234,MRC_02337,travel,2026-04-14 17:04:41.723979,358.82,online_purchase,web_browser,1,0,0,33.13567298447241,-95.52894543091409,1957.84,0,0,none,1625
TXN_00030478,USR_003525,MRC_00589,money_transfer,2026-05-09 12:30:53.168396,288.37,purchase,web_browser,0,1,0,39.45281568694716,-120.4592940731424,4132.66,0,0,none,418
TXN_00024526,USR_009294,MRC_00611,retail,2026-05-02 09:57:34.548804,98.19,atm_withdrawal,web_browser,1,0,0,46.841309108667105,-72.25783222206289,20.6,0,0,none,1290
TXN_00039453,USR_008196,MRC_00256,travel,2026-04-25 09:14:05.917615,154.89,refund,mobile_app,0,1,0,41.924578165564526,-72.58854928090454,802.61,0,0,none,1617
TXN_00048002,USR_000299,MRC_03973,insurance,2026-04-10 14:08:49.856687,258.19,recurring,mobile_app,0,1,0,44.212619367326326,-89.00559820467289,2155.1,1,0,none,1165
TXN_00021365,USR_002237,MRC_00209,travel,2026-05-08 09:58:05.285629,282.52,contactless,pos_terminal,0,1,0,28.499068479860604,-87.38253462025878,1179.72,0,0,none,1105
TXN_00022815,USR_005007,MRC_00931,grocery,2026-03-29 14:27:10.342805,67.5,online_purchase,mobile_app,0,1,0,39.59934941670512,-80.09290280421175,1165.53,0,0,none,677
TXN_00033753,USR_006093,MRC_02887,subscription,2026-04-30 08:08:27.215060,8.13,online_purchase,web_browser,0,1,1,36.808879095919984,-84.21079356098787,1536.59,0,0,none,2485
TXN_00041619,USR_008700,MRC_01975,atm_withdrawal,2026-04-28 09:01:18.221108,248.82,purchase,mobile_app,0,1,0,28.692717717465186,-95.36595294535223,2080.62,0,0,none,3010
TXN_00020330,USR_001538,MRC_01989,subscription,2026-04-28 09:53:30.704240,22.32,atm_withdrawal,atm,0,1,0,28.695321126635037,-87.62095384519634,343.32,0,0,none,394
TXN_00027651,USR_004524,MRC_04445,electronics,2026-05-06 11:12:03.689058,120.95,purchase,pos_terminal,0,1,0,27.51706553371387,-118.74353699888927,2697.77,1,0,none,3396
TXN_00016033,USR_001745,MRC_03804,electronics,2026-05-01 13:38:14.701699,131.63,purchase,web_browser,0,1,0,46.952948891798655,-70.57235462473813,3715.88,0,0,none,84
TXN_00045693,USR_003817,MRC_04630,travel,2026-04-29 15:25:55.363286,184.75,purchase,mobile_app,0,1,0,40.9488652490269,-112.27973857380572,1326.13,0,0,none,121
TXN_00043867,USR_000202,MRC_01813,healthcare,2026-02-13 07:57:02.292719,109.8,online_purchase,pos_terminal,0,1,0,38.19805224543017,-84.73645566542211,2238.49,0,0,none,3160
TXN_00007879,USR_005530,MRC_01673,subscription,2026-04-30 09:25:30.554272,7.35,purchase,pos_terminal,0,1,0,29.91328803571565,-95.32228202735348,2208.45,0,0,none,3264
TXN_00002084,USR_007823,MRC_00657,gas_station,2026-04-22 17:42:32.489969,70.14,recurring,mobile_app,0,1,0,28.503051989119246,-87.21755405767264,1848.86,0,0,none,1929
TXN_00036920,USR_004454,MRC_01405,gas_station,2026-05-09 14:49:35.614210,61.69,online_purchase,pos_terminal,0,1,0,45.289552663232314,-121.4056598074139,1470.14,0,0,none,1117
TXN_00012687,USR_003886,MRC_00248,travel,2026-02-28 13:36:05.046725,339.84,contactless,mobile_app,0,1,0,39.98932050508293,-101.33816550383479,1333.44,0,0,none,3612
TXN_00013321,USR_009975,MRC_01658,atm_withdrawal,2026-05-04 07:32:42.187874,123.81,purchase,mobile_app,0,1,0,26.658281452203934,-73.27917799612214,455.03,0,0,none,980
TXN_00017832,USR_001038,MRC_00982,entertainment,2026-05-08 12:41:11.546373,44.47,online_purchase,atm,1,0,0,45.52825023852941,-75.27269330355476,2118.78,1,0,none,2117
TXN_00032610,USR_000695,MRC_00741,gambling,2026-05-10 09:05:50.110042,114.69,online_purchase,web_browser,1,0,0,45.86059612334628,-92.15300684700517,1256.15,0,0,none,2309
TXN_00046168,USR_008229,MRC_02299,gas_station,2026-05-04 09:55:50.688293,45.09,purchase,pos_terminal,0,1,0,45.20125854459961,-102.05052769544348,1127.54,0,0,none,388
TXN_00045417,USR_001232,MRC_01341,travel,2026-05-11 12:47:36.909177,234.51,online_purchase,pos_terminal,1,0,0,38.86130970725446,-102.55759403146419,1600.38,0,0,none,320
TXN_00004035,USR_005161,MRC_03830,online_shopping,2026-04-03 07:07:07.200793,130.66,contactless,pos_terminal,0,1,0,42.26178546634121,-101.15823370470319,1915.86,0,0,none,2190
TXN_00023656,USR_002752,MRC_02515,grocery,2026-04-02 10:29:20.388911,89.69,purchase,web_browser,0,1,0,38.42033131776522,-85.9809692552619,2593.27,0,0,none,3147
TXN_00019012,USR_009596,MRC_00137,healthcare,2026-05-07 20:27:22.078118,123.32,online_purchase,pos_terminal,1,0,0,31.815468717811328,-78.71276737296475,944.07,0,0,none,2717
TXN_00044033,USR_002164,MRC_02889,grocery,2026-04-10 16:49:38.795856,66.42,contactless,pos_terminal,0,1,0,29.817012106573404,-97.77704739249185,893.88,0,0,none,3484
TXN_00000399,USR_003198,MRC_03425,education,2026-04-29 19:39:26.850811,110.71,purchase,pos_terminal,0,1,0,41.46383113137885,-114.5065316714354,1835.21,0,0,none,1730
TXN_00028160,USR_001752,MRC_04693,money_transfer,2026-04-04 15:25:47.167086,471.37,purchase,pos_terminal,1,0,0,34.72065734194186,-110.49844401960111,2776.01,0,0,none,1974
TXN_00017436,USR_004974,MRC_01134,entertainment,2026-05-05 17:20:06.173870,38.09,recurring,pos_terminal,0,1,0,40.15250271689902,-96.66353903921552,2329.17,0,0,none,896
TXN_00041095,USR_008210,MRC_00299,healthcare,2026-04-15 09:43:01.592767,186.41,online_purchase,mobile_app,0,1,0,47.468087069349934,-104.74399982471617,2065.12,0,0,none,723
TXN_00022494,USR_000351,MRC_02270,restaurant,2026-03-19 16:49:08.136999,45.25,online_purchase,web_browser,0,1,0,43.132304611017176,-96.56714061277533,850.99,0,0,none,3317
TXN_00030822,USR_005039,MRC_04642,healthcare,2026-03-09 13:11:51.771163,237.55,online_purchase,mobile_app,0,1,0,31.635929614925512,-103.91531423735466,1649.04,0,0,none,3167
TXN_00020050,USR_007680,MRC_04466,healthcare,2025-12-28 18:56:35.839184,270.41,atm_withdrawal,pos_terminal,0,1,0,28.304134025941963,-76.3798161814571,2633.45,0,0,none,3185
TXN_00040022,USR_008302,MRC_04059,money_transfer,2026-05-11 12:34:26.344381,350.73,purchase,pos_terminal,1,0,0,32.61872211462426,-118.18472787276515,1064.42,0,0,none,2287
TXN_00012759,USR_001069,MRC_02586,retail,2026-03-10 19:47:07.099750,155.84,online_purchase,pos_terminal,0,1,0,35.53583174571246,-93.31251130032271,446.73,0,0,none,3367
TXN_00031166,USR_005499,MRC_00870,gas_station,2026-03-26 12:50:04.800179,63.42,purchase,pos_terminal,0,1,0,25.941490707239886,-86.83441429749567,1743.75,1,0,none,3606
TXN_00006467,USR_002980,MRC_02875,atm_withdrawal,2026-04-03 22:09:11.595646,129.5,purchase,pos_terminal,1,0,0,42.95757080334788,-115.66281353399205,920.25,0,0,none,2953
TXN_00032237,USR_006444,MRC_03554,restaurant,2026-05-07 15:54:08.636488,82.9,purchase,mobile_app,1,0,0,27.045929107302566,-109.2781708365754,1487.76,0,0,none,2080
TXN_00001372,USR_004086,MRC_03960,gambling,2026-05-03 21:22:06.581062,136.54,contactless,web_browser,1,0,0,46.81354316706533,-102.85464319254571,2706.07,0,0,none,2500
TXN_00038358,USR_003095,MRC_02042,online_shopping,2026-04-27 16:32:20.898303,212.0,contactless,pos_terminal,0,1,0,35.370932303215625,-113.38132481266238,3798.43,0,0,none,697
TXN_00000926,USR_000997,MRC_01589,entertainment,2026-04-02 15:02:25.650674,65.83,purchase,pos_terminal,0,1,0,25.885763693438786,-89.24612394382899,434.38,1,0,none,1603
TXN_00035817,USR_004787,MRC_04509,gambling,2026-03-22 23:10:50.074795,152.42,contactless,web_browser,0,1,0,28.774881329946364,-117.96430987845346,2822.18,0,0,none,184
TXN_00010115,USR_001341,MRC_03037,restaurant,2026-04-27 21:57:28.804015,48.02,purchase,mobile_app,0,1,0,25.381525899379277,-82.48502426321781,3136.61,0,0,none,3509
TXN_00008318,USR_003596,MRC_04016,electronics,2026-04-02 18:15:09.664786,441.2,online_purchase,web_browser,0,1,0,38.135753623473,-92.41461428109965,875.38,0,0,none,1789
TXN_00026072,USR_009651,MRC_03096,entertainment,2026-05-05 10:57:20.506274,88.97,purchase,pos_terminal,0,1,0,41.07193741250256,-70.91184781044885,2724.77,0,0,none,2533
TXN_00029729,USR_001797,MRC_03528,education,2026-05-03 13:24:13.064150,223.79,recurring,pos_terminal,0,1,0,25.774272272654283,-85.85216176153855,1136.56,0,0,none,1785
TXN_00009625,USR_000173,MRC_01946,atm_withdrawal,2026-04-08 18:48:21.109247,135.43,online_purchase,mobile_app,0,1,0,28.29206124186969,-91.13727228500933,1782.06,0,0,none,1252
TXN_00003785,USR_008909,MRC_04627,insurance,2026-04-04 18:20:09.158790,112.56,purchase,mobile_app,1,0,0,45.40667585122111,-72.65154955881609,2766.53,0,0,none,1381
TXN_00020885,USR_004737,MRC_00810,atm_withdrawal,2026-02-23 07:27:45.886385,161.18,refund,pos_terminal,0,1,0,26.77400271481936,-82.69307369557345,959.6,0,0,none,2483
TXN_00006904,USR_009599,MRC_03098,grocery,2026-03-04 22:54:07.595994,97.48,purchase,atm,0,1,0,29.43686254015821,-107.98630193239333,2143.72,0,0,none,1884
TXN_00006478,USR_000624,MRC_04621,online_shopping,2026-04-28 13:13:59.784538,193.24,purchase,web_browser,0,1,0,27.981495179841026,-107.01132696475207,3452.2,0,0,none,1513
TXN_00027148,USR_007186,MRC_00899,healthcare,2026-03-18 11:17:54.791831,125.66,purchase,web_browser,0,1,0,29.697299161985097,-81.16480312384408,2049.06,0,0,none,394
TXN_00033657,USR_001557,MRC_01026,restaurant,2026-04-30 20:24:03.266693,59.84,purchase,web_browser,0,1,0,38.162039317866295,-74.89578778005541,569.04,0,0,none,1876
TXN_00038899,USR_007503,MRC_01837,grocery,2026-05-10 16:26:55.790896,57.82,purchase,mobile_app,0,1,0,28.585596213634858,-96.19307808241274,2134.32,0,0,none,2115
TXN_00026816,USR_004153,MRC_03388,education,2026-04-20 07:29:54.714980,268.07,atm_withdrawal,web_browser,0,1,0,30.067535214969496,-93.77539510020196,1867.43,0,0,none,2424
TXN_00035546,USR_003529,MRC_00726,travel,2026-04-29 09:35:05.356714,130.23,atm_withdrawal,mobile_app,0,1,0,37.25184437000123,-107.37387632060727,953.83,0,0,none,1643
TXN_00041571,USR_000426,MRC_00034,travel,2026-05-05 11:41:14.205318,593.77,online_purchase,web_browser,1,0,0,31.4194560432146,-107.04073378225053,450.21,0,0,none,740
TXN_00024447,USR_000252,MRC_02291,entertainment,2026-04-09 11:51:59.728106,70.31,purchase,pos_terminal,0,1,0,34.891187439762646,-95.64740344716196,2323.98,1,0,none,502
TXN_00030245,USR_002364,MRC_02045,insurance,2026-03-12 07:03:30.781415,154.78,contactless,pos_terminal,1,0,0,27.45257982907092,-100.74816427521873,1544.26,0,0,none,2650
TXN_00022557,USR_003599,MRC_01357,atm_withdrawal,2026-04-28 13:21:35.647075,271.73,purchase,pos_terminal,1,0,0,33.57075952311638,-79.80981014610055,945.96,0,0,none,194
TXN_00045578,USR_003538,MRC_02029,gas_station,2026-04-07 11:31:39.293732,30.35,online_purchase,atm,0,1,0,47.846404219816385,-111.9449562024542,2756.11,0,0,none,2014
TXN_00017735,USR_007484,MRC_01365,healthcare,2026-03-03 20:08:58.223907,91.82,contactless,pos_terminal,0,1,0,31.9761884336212,-105.17402409383058,2639.33,0,0,none,392
TXN_00025980,USR_002603,MRC_00112,electronics,2026-04-28 06:37:40.354338,106.0,purchase,pos_terminal,0,1,0,43.651959453019515,-79.91570117623982,2284.89,0,0,none,2706
TXN_00005864,USR_006319,MRC_02616,gas_station,2026-04-22 15:56:10.348025,28.15,purchase,pos_terminal,0,1,0,41.22429286309103,-88.8259859321696,1741.61,0,0,none,2571
TXN_00006529,USR_004760,MRC_01863,subscription,2026-04-29 13:42:56.489401,7.29,purchase,pos_terminal,1,0,0,41.50048451880303,-100.74826691942987,943.23,0,0,none,3346
TXN_00010536,USR_006901,MRC_04296,gambling,2026-05-08 22:16:27.279858,82.16,refund,web_browser,0,1,0,27.03040722757385,-119.2446535950069,601.29,0,0,none,2136
TXN_00028212,USR_007611,MRC_00919,jewelry,2026-05-05 14:09:19.738136,223.4,purchase,web_browser,0,1,0,40.21779567611281,-70.68392811935588,3196.87,0,0,none,3515
TXN_00007360,USR_009518,MRC_00381,travel,2026-01-12 11:01:53.084944,605.02,purchase,web_browser,1,0,0,45.83238825509361,-91.62452304854436,1839.43,0,0,none,1062
TXN_00038902,USR_002426,MRC_03332,gas_station,2026-04-17 12:00:05.929395,70.92,online_purchase,mobile_app,1,0,0,42.33327916660221,-117.01238057211545,2358.54,1,0,none,2768
TXN_00012510,USR_001110,MRC_02313,jewelry,2026-03-22 14:22:07.298563,707.31,recurring,mobile_app,0,1,0,31.940449555167977,-81.01320814580336,1473.67,2,0,none,543
TXN_00010453,USR_008652,MRC_01840,restaurant,2026-05-05 19:32:49.052517,32.65,online_purchase,web_browser,0,1,0,40.14587859533839,-96.67206885696649,2465.43,0,0,none,2090
TXN_00018377,USR_005031,MRC_01533,retail,2025-10-08 11:07:11.742295,113.44,purchase,atm,1,0,0,43.6082239111835,-99.00839156985629,2322.81,0,0,none,2067
TXN_00020737,USR_003963,MRC_02083,money_transfer,2026-04-05 20:25:52.722327,724.72,purchase,mobile_app,1,0,0,29.948033430693705,-89.12135143223321,2991.58,0,0,none,3146
TXN_00043335,USR_002082,MRC_00377,restaurant,2026-04-07 16:10:52.923634,51.62,online_purchase,mobile_app,0,1,0,47.25193771929602,-77.78022802187945,3641.93,2,0,none,806
TXN_00008393,USR_001738,MRC_03851,grocery,2026-05-09 21:57:12.024796,76.44,online_purchase,web_browser,1,0,0,38.58665242582474,-94.32167355740904,1022.74,0,0,none,3313
TXN_00021102,USR_005226,MRC_02563,healthcare,2026-04-09 14:38:44.537075,126.32,contactless,mobile_app,0,1,0,45.53956293928091,-94.08596026610672,1844.12,0,0,none,960
TXN_00001162,USR_009623,MRC_04729,online_shopping,2026-04-12 13:07:47.109436,149.35,purchase,web_browser,0,1,0,38.08488387177479,-106.15395744734656,2267.09,0,0,none,1760
TXN_00002531,USR_006797,MRC_03075,online_shopping,2026-03-07 14:50:57.185765,55.39,contactless,web_browser,0,1,0,46.82304569456265,-103.27652321468543,1835.4,0,0,none,1691
TXN_00007844,USR_005173,MRC_00618,restaurant,2026-05-09 18:46:58.967313,44.76,purchase,web_browser,1,0,0,33.43562284969758,-92.1719645406881,1592.48,0,0,none,2576
TXN_00026047,USR_003926,MRC_02848,gambling,2026-04-20 17:34:18.942828,204.99,purchase,mobile_app,0,1,0,27.359668534691245,-110.67180453922718,1544.58,0,0,none,3309
TXN_00039016,USR_008575,MRC_02408,utility,2026-05-11 20:44:54.666238,115.25,atm_withdrawal,pos_terminal,0,1,0,27.735377531174883,-87.75337685636933,256.65,0,0,none,3143
TXN_00041842,USR_002421,MRC_02472,online_shopping,2026-01-14 15:16:22.581957,60.65,contactless,mobile_app,0,1,0,39.08868192056936,-111.94442793770254,1908.47,0,0,none,3202
TXN_00012702,USR_008819,MRC_03270,grocery,2026-04-19 20:35:29.282878,37.0,online_purchase,web_browser,0,1,0,41.98269339884749,-82.28592457190022,3160.46,0,0,none,3581
TXN_00033512,USR_002944,MRC_00822,crypto_exchange,2026-04-18 08:19:09.563194,628.27,purchase,web_browser,0,1,0,41.11449271144819,-73.91435292037158,2827.4,0,0,none,2372
TXN_00019802,USR_008556,MRC_03713,restaurant,2026-05-09 19:34:35.491735,37.1,recurring,pos_terminal,1,0,0,39.88820276370777,-106.59354803987269,1730.58,0,0,none,1253
TXN_00005751,USR_007403,MRC_01293,crypto_exchange,2025-12-18 22:44:59.184811,1303.21,online_purchase,mobile_app,0,1,0,28.10193037764112,-82.88645401838335,691.86,0,0,none,2890
TXN_00034355,USR_000824,MRC_03967,crypto_exchange,2026-05-10 21:15:15.215683,829.76,online_purchase,mobile_app,0,1,0,46.74728178897922,-107.21277229317559,2047.95,0,0,none,2970
TXN_00030769,USR_003459,MRC_00328,money_transfer,2026-03-29 11:42:08.225310,162.14,purchase,pos_terminal,0,1,0,47.53955422109402,-88.67879162252045,1721.46,0,0,none,1104
TXN_00036492,USR_000042,MRC_03130,retail,2026-03-07 10:41:23.871824,172.19,purchase,web_browser,1,0,0,41.64148843366165,-71.64124117448372,3943.22,0,0,none,2793
TXN_00025057,USR_004371,MRC_03336,utility,2026-04-14 11:50:54.064260,87.44,purchase,mobile_app,0,1,0,31.568126467303028,-74.35082617834624,1052.16,0,0,none,2257
TXN_00015821,USR_009463,MRC_02752,money_transfer,2026-02-17 09:17:17.203820,510.09,purchase,mobile_app,1,0,0,25.66109447221711,-92.20299629082349,1186.92,0,0,none,37
TXN_00028283,USR_004896,MRC_03705,electronics,2026-04-27 07:34:33.998295,140.32,purchase,pos_terminal,0,1,0,44.21108368713253,-119.3518622468084,2849.62,0,0,none,2828
TXN_00013650,USR_002900,MRC_03930,restaurant,2026-05-06 14:57:38.614576,44.57,recurring,pos_terminal,1,0,0,39.97338196704068,-97.11549725065184,2359.51,0,0,none,2601
TXN_00040570,USR_006477,MRC_03917,education,2026-05-08 17:44:10.962824,147.5,purchase,web_browser,0,1,0,31.038353773142024,-110.15557205238125,628.59,0,0,none,499
TXN_00017172,USR_006901,MRC_02614,travel,2026-04-13 13:58:25.736277,370.22,contactless,atm,0,1,0,30.64392465907874,-101.1193194070713,1227.78,0,0,none,2136
TXN_00012283,USR_008407,MRC_03150,money_transfer,2026-04-28 10:44:27.764023,1199.76,purchase,mobile_app,0,1,0,28.55118592021288,-81.83537517880443,411.6,0,0,none,1006
TXN_00035460,USR_008050,MRC_01323,money_transfer,2026-04-22 13:13:54.289534,294.26,contactless,web_browser,0,1,0,34.091684815323845,-97.04145093945468,1780.39,0,0,none,3165
TXN_00034059,USR_006015,MRC_00964,restaurant,2026-04-19 11:47:26.414462,29.5,online_purchase,pos_terminal,0,1,1,31.336919021953808,-94.96545296111063,1227.74,0,0,none,644
TXN_00035235,USR_002877,MRC_02790,education,2026-02-27 13:48:11.615222,415.24,atm_withdrawal,pos_terminal,0,1,0,32.42494250127683,-95.91506514292774,869.42,0,0,none,2163
TXN_00026633,USR_004952,MRC_01170,grocery,2026-05-09 21:16:52.586051,78.98,purchase,pos_terminal,0,1,0,41.444168957826705,-80.24787000119278,805.39,0,0,none,1710
TXN_00024470,USR_003687,MRC_01099,grocery,2026-04-09 12:00:53.175681,102.23,refund,atm,0,1,0,35.12025298031087,-100.19490872987791,2683.24,0,0,none,1563
TXN_00018415,USR_000600,MRC_03836,money_transfer,2026-04-28 10:23:53.496338,354.34,purchase,pos_terminal,1,0,0,37.77931271497337,-75.40264924933014,3509.73,0,0,none,815
TXN_00018954,USR_003180,MRC_04027,utility,2026-04-03 07:48:53.751035,105.93,purchase,web_browser,0,1,0,42.21314786443038,-93.00506605944229,2724.94,0,0,none,3511
TXN_00037193,USR_001932,MRC_01953,travel,2026-03-14 19:38:34.015167,387.02,refund,web_browser,0,1,0,32.446159563230204,-121.4419787101332,682.99,0,0,none,3649
TXN_00020718,USR_000954,MRC_03202,education,2026-04-24 09:42:56.075027,512.24,contactless,mobile_app,0,1,0,34.09307072332953,-113.4199246175638,3369.87,0,0,none,1790
TXN_00037400,USR_003152,MRC_04869,restaurant,2026-03-28 17:44:36.768758,84.62,purchase,atm,1,0,0,39.244395117627036,-97.62900866407257,2065.47,0,0,none,3250
TXN_00003263,USR_004273,MRC_02220,education,2026-04-28 12:00:29.541982,303.57,purchase,mobile_app,1,0,0,35.57829571720357,-106.4215814947321,278.31,0,0,none,2657
TXN_00046179,USR_002297,MRC_01987,money_transfer,2026-04-03 22:17:02.804204,667.38,atm_withdrawal,web_browser,0,1,0,45.095781113219324,-115.84239519706627,3091.5,0,0,none,3347
TXN_00031125,USR_008477,MRC_00034,travel,2026-01-14 16:42:38.823017,441.08,online_purchase,pos_terminal,1,0,0,31.4194560432146,-107.04073378225053,956.44,0,0,none,2559
TXN_00042232,USR_004840,MRC_02171,education,2026-05-04 22:08:31.352880,99.66,recurring,mobile_app,0,1,0,41.686541334848584,-111.89482754388223,601.36,0,0,none,1198
TXN_00043713,USR_007759,MRC_04929,entertainment,2026-05-11 08:54:00.756574,57.23,purchase,mobile_app,0,1,0,25.09997143248473,-91.57357307549918,2218.38,0,0,none,1436
TXN_00007024,USR_001864,MRC_03630,restaurant,2026-03-18 13:07:02.129223,25.21,purchase,mobile_app,1,0,0,45.87018268954249,-119.59091580339,2919.08,0,0,none,1086
TXN_00017498,USR_002018,MRC_01748,travel,2026-04-11 08:11:27.744346,723.25,purchase,atm,0,1,0,46.701529003313695,-77.38110230208854,3915.66,0,0,none,1082
TXN_00029712,USR_007181,MRC_04923,subscription,2026-05-11 10:05:42.328576,11.11,online_purchase,mobile_app,0,1,0,46.082916220434804,-121.04723039428951,3014.81,0,0,none,816
TXN_00032787,USR_009781,MRC_02736,travel,2026-05-03 21:18:29.695368,207.89,purchase,mobile_app,0,1,0,35.988321587686336,-110.02974428245224,1860.63,0,0,none,1720
TXN_00015107,USR_002524,MRC_00992,healthcare,2026-05-06 15:08:42.645129,109.8,purchase,phone_order,0,1,0,45.59673083504148,-119.98862625580001,250.7,0,0,none,1720
TXN_00002476,USR_006742,MRC_03520,education,2026-05-08 14:54:43.782050,185.74,purchase,mobile_app,1,0,0,46.86599142218424,-87.85290372990643,1125.81,0,0,none,224
TXN_00048077,USR_007577,MRC_00979,restaurant,2026-03-11 22:24:38.767995,38.57,refund,mobile_app,0,1,0,33.032975787170706,-87.68066975233836,2910.58,0,0,none,2705
TXN_00011348,USR_008868,MRC_00194,subscription,2026-05-07 20:52:28.288154,9.36,contactless,atm,0,1,0,47.13943911555051,-110.52786171711419,962.36,0,0,none,2017
TXN_00029034,USR_001193,MRC_04536,restaurant,2026-03-09 23:02:28.060886,31.65,purchase,pos_terminal,0,1,0,42.916593556079135,-96.16686575330388,677.38,0,0,none,233
TXN_00001911,USR_005415,MRC_01570,grocery,2026-04-18 13:42:04.262649,124.92,atm_withdrawal,web_browser,0,1,0,40.049913484022625,-71.18136231635494,1240.93,0,0,none,2375
TXN_00027727,USR_004400,MRC_03366,restaurant,2026-04-22 06:40:28.813854,43.35,atm_withdrawal,web_browser,1,0,0,26.78281804374018,-116.06458664953777,407.55,0,0,none,611
TXN_00036499,USR_004700,MRC_02177,entertainment,2026-05-08 11:58:30.608703,124.47,purchase,pos_terminal,0,1,0,32.44075025018223,-120.6762753223604,4731.41,0,0,none,3347
TXN_00042093,USR_006011,MRC_04579,gambling,2026-04-14 21:40:22.726230,118.33,contactless,pos_terminal,0,1,0,35.94366692597221,-89.26341026651333,1568.26,0,0,none,3638
TXN_00049530,USR_003705,MRC_01482,subscription,2026-05-01 13:12:23.576324,1.87,online_purchase,web_browser,1,0,0,36.42474855238093,-73.1297965589453,3712.46,0,1,card_testing,879
TXN_00027311,USR_001755,MRC_04598,healthcare,2026-05-09 18:29:28.377102,78.78,contactless,phone_order,1,0,0,37.681195055808836,-108.19211878056295,1240.13,0,0,none,2103
TXN_00014598,USR_002315,MRC_02304,gas_station,2026-04-20 15:06:44.623005,34.36,atm_withdrawal,pos_terminal,0,1,0,37.349996369026805,-87.83113667602228,2377.28,0,0,none,1880
TXN_00012074,USR_002793,MRC_00511,utility,2026-01-22 09:05:21.706223,103.12,purchase,pos_terminal,1,0,0,40.12316210932867,-87.82980055700199,1729.37,0,0,none,2087
TXN_00041320,USR_009119,MRC_03673,travel,2026-04-30 07:08:37.400085,585.14,atm_withdrawal,phone_order,0,1,0,38.59942639110623,-87.79158441754903,1055.51,0,0,none,2030
TXN_00028987,USR_001317,MRC_04279,gas_station,2026-04-01 08:37:17.378166,58.09,online_purchase,pos_terminal,1,0,0,31.583238436836808,-86.70078960977173,1537.97,0,0,none,2319
TXN_00002098,USR_004543,MRC_01714,subscription,2026-05-12 20:01:46.120663,9.16,recurring,web_browser,0,1,0,26.95839189047272,-87.54299790980949,1969.03,0,0,none,2244
TXN_00019533,USR_008726,MRC_04894,money_transfer,2026-04-17 11:04:33.865259,162.78,purchase,pos_terminal,0,1,0,33.20349252988137,-104.07672601306854,1513.12,0,0,none,2981
TXN_00034939,USR_009887,MRC_00937,electronics,2026-03-17 08:47:34.283712,362.35,purchase,pos_terminal,0,1,0,29.041045591629118,-79.1060293880671,1645.86,0,0,none,842
TXN_00008023,USR_009441,MRC_03736,gambling,2026-04-23 09:21:25.050964,70.03,purchase,web_browser,0,1,0,46.655124251173554,-111.3421222600765,2740.35,0,0,none,2846
TXN_00013253,USR_007739,MRC_01396,utility,2026-05-05 09:45:25.511080,87.83,purchase,web_browser,0,1,1,38.7730826847245,-79.18451035675271,2839.89,0,0,none,1443
TXN_00001985,USR_000707,MRC_03354,utility,2026-05-05 08:20:15.818327,42.35,purchase,pos_terminal,0,1,0,28.002452572286373,-111.99181599330441,2365.43,0,0,none,3076
TXN_00026011,USR_007509,MRC_01517,education,2026-05-06 13:09:54.781637,345.77,online_purchase,pos_terminal,0,1,0,34.39882075303506,-84.6572067888134,1458.56,0,0,none,1163
TXN_00003335,USR_007778,MRC_03838,subscription,2026-04-26 12:17:46.713096,5.02,purchase,mobile_app,1,0,0,45.21216439179624,-79.72976548120825,1854.09,0,0,none,1978
TXN_00026620,USR_000774,MRC_01847,gas_station,2026-04-27 16:27:53.625983,20.33,purchase,pos_terminal,0,1,1,43.107137186441506,-87.6424784690012,1876.59,0,0,none,1550
